	Ref	NOX	ATPase
b0702	4.232949654	5.924486589	5.050230288
b0703	5.772919912	6.769802136	6.600810491
b0704	4.991049178	6.101812501	5.647957791
b0706	2.359480976	2.225937897	2.30021512
b0707	10.04566297	9.196006385	9.598981467
b0708	9.002194581	9.112849931	9.26023355
b0710	11.83522937	11.58423206	11.60758097
b0711	10.26401818	9.881093924	10.17394695
b0712	9.98056185	9.72538386	9.854242033
b0713	11.30516583	11.07918376	11.11165256
b0714	9.912542755	9.923308246	10.02197221
b0715	8.530328386	8.393755937	8.82708023
b0716	6.575220923	8.221049383	7.76728586
b0717	6.198777855	8.321146922	7.609729678
b0718	5.096984541	6.673349084	6.88053971
b0719	7.497256619	8.997571574	8.32860808
b0720	10.85980048	11.464241	10.42419686
b0721	10.56536136	10.64367468	10.70365829
b0722	12.14293039	12.75654758	12.02460284
b0723	12.96251205	13.74704763	12.86593515
b0724	12.09340082	12.72285034	12.25108807
b0725	12.12689743	12.32821394	12.15767093
b0726	12.5769882	12.90510423	12.70026013
b0727	12.9935918	13.54822049	13.40663083
b0728	13.03224672	13.75918124	13.31198402
b0729	12.66982179	13.2882861	12.63777196
b0730	9.268865282	9.494157884	9.687834817
b0731	6.754297921	7.845849411	7.867242964
b0732	7.660521745	8.151730002	8.300601989
b0733	11.24758542	11.29861312	11.46948747
b0734	11.14447941	11.07070731	11.3803565
b0735	9.721779635	9.504307602	9.571980477
b0736	10.78527093	10.33859635	10.11427829
b0737	10.95270295	10.93591765	10.71366495
b0738	11.29521925	10.84421118	10.72176056
b0739	11.81203122	11.22608804	11.20201548
b0740	12.572091	12.44718951	12.03991573
b0741	12.98835847	13.26318299	12.5581394
b0742	12.18036414	12.31491675	12.04038681
b0750	12.57350876	12.57899981	12.42932649
b0751	9.364537279	9.245522378	9.193134244
b0753	6.533584772	5.611725917	6.382804783
b0754	12.86537062	12.76538929	12.37600515
b0755	14.29271986	13.81115904	14.01969884
b0756	11.67318655	11.33392983	11.6972357
b0757	10.68942659	10.68075972	10.66257293
b0758	11.19159831	10.86159206	10.70596944
b0759	10.8566285	10.34872966	9.787077092
b0760	11.12694439	11.4238569	11.21012274
b0761	9.079999041	9.223608735	9.2204801
b0762	9.383879359	8.354265072	8.769235335
b0765	6.570828238	6.9348883	6.793750962
b0766	8.147582649	8.211178062	8.478626471
b0767	8.638119646	7.073648081	8.471783744
b0768	7.150981176	8.302232212	8.240932597
b0769	7.148422269	8.399509903	8.012384824
b0770	3.019450644	3.26502925	3.865912043
b0771	8.854062783	10.26276722	9.660437668
b0772	9.803555584	9.846902335	10.28211349
b0773	9.270786487	8.465549463	8.948646847
b0774	8.788041048	8.807904729	8.809682505
b0776	4.459331968	4.303552075	4.881829386
b0778	8.685913391	8.104824282	8.539836941
b0779	10.65648198	10.38276138	10.59139853
b0780	10.10561353	10.0489012	10.09140201
b0781	11.42649049	11.20338808	11.51540351
b0782	11.35325798	10.91565017	11.09486806
b0783	11.58493751	11.15647531	11.26367931
b0784	11.04947281	10.78725652	10.59807453
b0785	11.32752451	11.02393928	11.25377393
b0786	11.73941034	11.30679883	11.48705299
b0787	5.780638042	7.367445452	6.739958036
b0788	8.158424117	8.376529554	8.269947195
b0790	10.28492027	9.623102288	10.11112437
b0791	7.224634801	7.227911482	7.590032918
b0792	8.503818254	8.84691296	9.060290212
b0793	8.588690441	8.578107783	8.949009714
b0795	9.851591188	9.811519663	9.902965591
b0796	10.57073473	10.53821248	10.6924792
b0797	10.15857795	9.595994125	9.622036514
b0798	8.195447478	8.839190721	8.40313459
b0799	6.48488149	7.161934471	6.970293503
b0800	9.568269477	8.971176936	9.068421567
b0801	11.71499639	11.78922369	11.29073097
b0802	10.77222916	10.41728313	10.50580813
b0803	7.748036717	7.883577797	8.029980762
b0804	7.343842355	8.624200519	8.449192466
b0805	6.178671076	6.719413543	7.049443165
b0806	8.025846835	7.571163848	7.88295835
b0807	9.553719282	9.514320654	9.648045643
b0808	7.181047124	7.565766085	7.49479716
b0809	11.46177616	11.57112197	11.60979556
b0810	10.75772919	10.85826268	10.74854363
b0811	11.55640471	11.65867063	11.3860667
b0812	13.02809117	11.10141935	12.52170884
b0813	6.764762536	7.500003812	7.094960195
b0814	13.24636228	12.36358543	12.32770168
b0815	8.055622115	8.205534029	7.828854393
b0816	5.268873751	7.121109424	6.449395704
b0817	11.20102654	10.7961052	10.7192328
b0819	10.94673733	10.27013949	10.58345321
b0820	10.27779457	10.12003224	10.09338829
b0821	9.448507004	9.66936945	9.789293271
b0822	9.206108833	9.049062303	9.255272918
b0824	7.194785477	9.471210634	8.47520003
b0825	8.134016241	8.826119757	8.411544361
b0826	4.275955618	4.462430938	4.749102342
b0827	2.426952676	2.310500844	2.752810638
b0828	11.36834849	10.92659229	10.99155001
b0829	11.59198217	11.67392901	11.55190301
b0830	10.48882041	10.47723867	10.37814018
b0831	9.51073654	9.50526944	9.397238644
b0832	10.30750886	10.33835007	10.28716722
b0833	10.00028508	9.66003211	9.873857551
b0834	10.8875778	10.82303049	10.82498034
b0835	9.747845746	9.534111632	9.600367916
b0836	7.690162947	8.342099281	8.436738793
b0837	8.918113289	9.169885634	9.363185617
b0838	10.45434849	9.824255374	10.39562865
b0839	10.25977065	9.82492509	10.34869087
b0840	10.3956211	10.53804273	10.64698359
b0841	7.019583572	7.155587979	7.159789925
b0842	8.895081045	9.156294436	9.17470751
b0843	7.577677897	8.340426229	8.30330989
b0844	10.45733225	10.64164066	10.61727503
b0845	8.703665244	9.270394683	8.75303905
b0846	8.504354296	9.351393077	8.90085053
b0847	8.335005845	8.209815148	8.419447645
b0848	7.678926205	7.943084722	7.697533831
b0849	10.33825865	10.60873762	10.44648327
b0850	9.984212314	9.922153306	9.840438773
b0851	8.976004791	8.958648934	8.979413758
b0852	9.894711643	9.65432055	9.556935969
b0853	9.930584985	9.714861135	9.57047621
b0854	9.904780549	9.244226119	9.128751717
b0855	9.766060767	9.695376303	9.531779584
b0856	9.608837433	9.688829276	9.803307821
b0857	7.744706128	8.319882411	8.393934666
b0858	7.626851259	7.887577492	7.882609713
b0859	9.456303501	10.13254055	9.94133508
b0860	10.02089029	9.764084669	9.803613222
b0861	10.31738772	10.43211465	10.28379207
b0862	11.77036248	11.85844612	11.73640888
b0863	9.788553926	9.417532711	9.633031339
b0864	11.62248051	11.26325548	11.53022403
b0865	9.78845663	9.048789813	10.1558769
b0866	10.92503999	10.39354788	10.51114135
b0867	10.07613913	9.752494638	10.12206186
b0869	10.9400632	10.84014145	11.06448521
b0870	11.28439331	10.97504126	11.01363268
b0871	9.315601234	9.052015643	9.709577404
b0872	7.331867755	9.2430325	8.139304166
b0873	6.866354342	8.962620513	8.554142621
b0874	9.244438303	9.488863833	9.358110352
b0875	8.225206862	8.636211837	8.541301545
b0876	9.091819195	9.566465632	9.366159394
b0877	10.91101387	10.98693751	10.92912037
b0878	10.47873039	10.31926144	10.38063235
b0880	11.13635119	10.14692237	10.80526808
b0881	12.27686398	11.6077691	12.17472562
b0882	11.45583694	11.16841714	11.25585003
b0884	12.07196998	11.1931	11.13666005
b0885	9.942451143	10.02632659	10.17429356
b0886	8.892000247	8.910068898	9.146658248
b0887	7.699071323	7.852863238	8.083825081
b0888	11.88511639	11.63364407	11.65757022
b0889	13.23299741	12.98363743	12.79784074
b0890	10.99086385	10.78314788	10.75559424
b0891	11.76777359	11.38192367	11.25413289
b0892	9.942343637	9.873910269	9.64323709
b0893	12.17418916	12.0385841	11.97540481
b0895	8.757615295	9.822866133	9.098184976
b0896	7.38485242	8.756772208	8.484511002
b0897	12.02600645	11.12048061	12.17240472
b0898	10.24132515	10.35841301	10.3138407
b0899	5.90982802	8.068796427	6.892726363
b0900	6.023337457	7.121749184	7.03836269
b0901	8.938530479	9.132229948	8.998500266
b0902	11.08616007	10.64533443	10.63073637
b0904	9.698655421	9.390270358	9.42769172
b0905	5.341321741	5.160110141	4.956696131
b0906	10.9236696	10.67793616	10.82096927
b0907	13.00687199	12.94451735	12.74908158
b0908	11.01686465	10.64908753	10.52615773
b0909	4.161967529	4.785252097	4.496020647
b0910	10.66434744	10.19655009	9.942107898
b0911	14.42324777	14.53457405	14.33027726
b0912	12.74060769	12.14089879	12.06735226
b0913	5.450857869	6.439548124	6.181852107
b0914	11.13860065	11.06283546	10.77841302
b0915	8.896051313	8.882098783	8.709689443
b0916	8.114012077	8.755974134	8.429170913
b0917	12.19769195	12.21408984	12.14264027
b0918	11.2645519	10.9878323	11.0134936
b0919	8.584338534	8.826015295	8.833692693
b0920	2.369083727	2.245143399	2.476494824
b0921	9.230521717	9.096918378	9.164273581
b0922	10.47499809	10.1834586	10.17342699
b0923	11.94554945	11.65977519	11.42566514
b0924	11.81721408	11.73133042	11.5954074
b0925	11.21640833	10.86721062	11.09537606
b0926	12.25291216	11.51194687	12.10694589
b0927	10.69076635	10.407036	10.67558501
b0928	12.27703855	12.5607447	12.3780252
b0929	15.02628794	15.25210737	14.77823137
b0931	11.38439292	11.21399633	11.36358057
b0932	11.80959849	11.70220289	11.58160346
b0933	8.967250889	9.697234703	9.18014664
b0934	8.387038354	9.251546442	8.871449557
b0936	6.185344566	8.171012995	6.790256722
b0937	5.132865077	7.652895683	7.013118754
b0938	7.691164992	8.537680343	8.28104572
b0939	3.451831523	4.112342713	3.951208249
b0940	4.606826478	5.382437955	4.950857019
b0941	8.685273332	9.656514687	9.137124914
b0943	5.68196861	5.695256209	5.955156761
b0944	8.51614894	8.763910906	8.794676749
b0945	8.059345399	7.277228681	7.203673043
b0946	10.47796051	10.17045681	10.14809621
b0947	9.474231829	9.407821841	9.496356645
b0948	11.10587233	10.90212123	10.60234498
b0950	9.776440584	9.989376944	9.740389168
b0951	6.790362916	6.889911828	6.707393338
b0952	8.70724016	8.586875864	8.736107332
b0953	11.93185625	10.44145878	11.35561141
b0954	10.44651955	9.683858674	9.85114998
b0955	10.23979906	9.979678958	9.996300347
b0956	10.44857412	10.43159208	10.38627227
b0957	14.71712122	14.95363169	14.57882639
b0958	10.78648809	10.37607853	10.62891382
b0959	9.769006065	10.07732313	10.01980024
b0960	9.787268609	9.836017661	10.03400895
b0961	8.980652315	8.887835676	9.15796534
b0962	9.652547576	9.74187162	10.02240815
b0963	11.27566756	10.70253514	10.86167962
b0964	9.312279868	9.635077105	9.875087955
b0966	9.881460903	9.453103137	9.839690241
b0967	11.40245193	11.46576823	11.35540404
b0968	10.86813312	10.4048063	10.66729808
b0969	10.05084768	9.603991079	9.858873758
b0970	11.68941325	11.03709074	11.27164094
b0972	7.922259748	9.11629637	8.709036482
b0973	7.028188602	8.251055754	7.955732611
b0974	5.517730233	6.135089041	6.132208451
b0975	2.947265529	3.562848058	3.789940202
b0976	6.84361331	6.81676398	7.111986098
b0977	4.565546989	5.10949842	5.445004962
b0978	9.813529229	9.38180762	9.837818701
b0979	7.045712498	6.976858476	7.521815934
b0980	8.894208473	8.622766855	9.026567873
b0981	8.136040851	8.740567519	8.663306654
b0982	7.825984913	8.448893092	8.03273465
b0983	6.740145529	8.383275238	7.779226641
b0984	7.478221647	8.076948184	7.964948141
b0985	8.741161453	9.832550004	9.57210365
b0986	6.749911721	8.603314972	7.431984062
b0987	8.510453006	8.61587978	8.339351714
b0989	9.477575697	9.264792953	9.28128134
b0990	12.25233945	11.03754131	11.12587731
b0991	2.359480976	2.225937897	2.30021512
b0992	5.322714353	7.401103326	6.496363003
b0993	5.956030636	7.193340485	6.925006782
b0994	5.76708413	6.504741941	7.00107379
b0995	6.708962089	7.263413903	7.349166583
b0996	5.317708264	7.469231086	6.971627817
b0997	6.832373666	7.934902829	8.059387973
b0998	7.04897219	8.42425143	7.584537378
b0999	9.082785748	8.671153386	9.459572083
b1000	11.04630798	9.95610777	11.01237901
b1001	8.107350826	9.736640855	8.373300072
b1003	10.95474438	9.658689824	10.60386134
b1004	11.94117125	10.45537921	11.52802885
b1005	8.430001566	8.723292406	8.571648809
b1006	8.435098389	9.20540929	9.236582081
b1007	7.340642339	7.746363639	7.958996027
b1008	4.805547326	5.240063099	5.930354856
b1009	7.84668722	9.937623635	9.431064771
b1010	8.547761605	9.799034068	9.545926457
b1011	8.994325182	10.02649462	9.877378026
b1012	7.803246229	9.637785789	8.889230615
b1013	10.68758354	10.8817525	10.77763563
b1014	10.01053591	10.33855894	10.44988696
b1015	10.34824225	10.24042815	10.11350167
b1016	9.68009181	9.479122689	9.295902571
b1017	7.804815098	8.301201599	7.97761358
b1018	8.997324977	9.240110404	9.055593444
b1019	8.044769352	8.781763841	8.546500791
b1021	5.703224037	6.4028748	6.025381583
b1022	6.48205409	8.545147707	7.584944546
b1023	7.235303425	8.966643388	7.775444988
b1024	6.969473811	8.402641549	7.47896558
b1025	8.73694051	9.003513122	8.543397459
b1028	5.37586564	7.942559301	6.677466638
b1029	5.077067499	8.034158048	6.774878954
b1033	10.17159584	10.11226171	9.891366036
b1034	11.59188159	11.36516134	11.51202379
b1035	11.74705362	11.81705647	11.65893059
b1036	5.263140793	5.380649297	5.221972831
b1037	4.001065737	3.867927461	4.375646938
b1038	7.495495562	7.205204284	7.506993104
b1039	8.87292961	8.511987252	8.72383789
b1040	10.35822588	9.750863284	10.22351838
b1041	6.736929674	7.341354758	7.189903391
b1042	8.692056543	8.988031211	8.754461979
b1043	6.68657154	8.0952641	7.452901836
b1044	4.343791056	5.039205521	4.257467049
b1045	9.304879575	9.148671845	9.222158497
b1046	7.685226508	7.76203172	7.943309911
b1047	8.152052541	8.520613298	8.385189833
b1048	11.94313281	11.95192615	11.68806475
b1049	10.49233107	10.3334354	10.33420381
b1050	9.487216704	8.617119607	9.397764528
b1051	12.18302041	10.58130259	11.62495633
b1052	2.451253941	2.391058864	2.820011228
b1053	8.589339706	9.215215094	9.234728279
b1054	10.87886435	10.92617395	11.00246593
b1055	11.10414483	10.68739301	10.54866593
b1056	9.859666121	9.80843785	9.761797055
b1057	9.412600337	9.584183548	9.472353629
b1058	8.99613127	9.874111927	9.043964421
b1059	11.41387092	11.28544135	11.23138094
b1060	11.78875406	10.76483226	11.07237176
b1061	10.38919871	9.592754658	9.698847779
b1062	11.74637965	11.7127883	11.78836143
b1063	10.04207864	9.798946656	10.23675405
b1064	12.5902288	11.93171339	12.5008627
b1065	7.512573018	8.913015595	8.202472831
b1066	10.50812747	10.18480898	10.23599623
b1067	10.76660386	10.47294638	10.22495773
b1068	11.05338258	11.05478432	11.15164629
b1069	9.844167718	10.00989491	9.810391627
b1070	7.956208382	8.202814323	8.429555436
b1071	8.161473728	8.42272972	8.408576013
b1072	7.775561359	8.624243343	8.257498562
b1073	6.862847458	8.15670543	7.49556266
b1074	8.917060618	9.482643517	8.435623623
b1075	5.183214555	5.770699905	6.16458568
b1076	8.496323138	9.111417505	8.62867581
b1077	4.359512443	5.095376289	4.972307442
b1078	7.792015502	8.443768214	8.194876067
b1079	5.478494655	6.545680914	6.667353801
b1080	2.427674768	2.312615099	2.573634569
b1081	6.876903169	8.509990767	7.738795887
b1082	5.897652039	7.34294961	6.843598056
b1083	8.971870995	9.249485045	8.860162197
b1085	9.049482637	9.223818051	9.137803417
b1086	10.35993139	10.10407426	10.148058
b1087	10.75980435	10.16075913	10.71229047
b1088	14.36730143	14.15874414	13.86092636
b1089	11.57736396	10.68768717	10.41912249
b1090	11.89932495	11.77450216	11.44624353
b1091	11.62362651	11.38263478	11.34308581
b1092	12.7626275	12.61995607	12.54881314
b1093	12.20410716	11.84308019	11.74326101
b1094	14.45459262	14.1319973	13.65457016
b1095	11.36043471	10.84827212	10.53812773
b1096	8.249650071	8.437726866	8.613435941
b1097	9.947311725	10.10628532	9.894113596
b1098	10.58695357	10.45542816	10.6739608
b1099	10.09190568	10.11949538	10.20662005
b1100	11.70235223	11.47784202	11.6514602
b1101	13.17073661	13.49814511	12.99390898
b1102	6.440251969	7.833921846	8.104080388
b1103	9.963526195	10.11858469	10.28776227
b1104	9.272602622	9.640646594	9.574463765
b1105	11.2776195	11.80686565	11.83826759
b1106	9.592415982	9.623878313	9.802586423
b1107	9.934824538	10.1278987	10.13012027
b1108	11.44597965	10.85726005	11.10085385
b1109	10.74459032	10.24940552	11.25949
b1110	8.680210699	7.702921948	8.272866675
b1111	9.083417472	9.151463154	9.136754105
b1112	10.27826583	9.249594035	9.517999788
b1113	10.41528894	10.37086513	10.18591338
b1114	10.83445623	10.88943118	11.12649294
b1115	5.342273119	6.872374926	6.522497153
b1116	10.50463475	10.2011337	9.953869998
b1117	9.657682644	9.555452567	9.45067477
b1118	11.2463765	11.22413451	11.13375829
b1119	10.31071024	10.19247465	10.2695986
b1120	7.944648502	7.876801922	7.920909613
b1121	5.814145261	7.050493288	6.556326481
b1122	7.421315709	8.624353176	8.185711616
b1123	11.43825749	11.48290338	11.3035909
b1124	10.94574673	10.91141006	10.58053945
b1125	11.116433	10.77192877	10.46211289
b1126	11.1500856	11.09242761	10.77247572
b1127	10.09803742	9.646269546	9.792742243
b1128	10.92101284	10.8573831	11.03249687
b1129	9.870830068	9.729177012	9.982349595
b1130	11.62388681	11.60580691	11.5447264
b1131	12.26940891	12.37268583	12.39017434
b1132	11.4310595	11.22094299	11.26104032
b1133	10.90889771	10.75357291	10.95472237
b1134	6.911700873	6.776308549	7.091940285
b1136	14.36351058	14.49971117	14.35507015
b1137	7.201196017	8.133841844	7.37990681
b1138	6.215754209	6.732386118	5.884597099
b1139	9.877332695	9.779816666	9.659107496
b1140	5.80433713	7.098142411	6.753194817
b1141	6.664199327	7.633803574	6.823488383
b1142	2.632086089	2.245143399	2.319420622
b1143	9.823390865	9.350933362	9.387143079
b1144	8.047973067	8.508311312	8.281845543
b1145	10.43060351	10.16811677	10.28244605
b1146	5.724546706	7.701893909	6.70822975
b1147	6.417639362	7.644572685	6.784256644
b1148	6.419197298	8.637486976	7.718406469
b1149	4.458877269	5.679527289	5.336846013
b1150	4.902740707	5.276798586	5.248174688
b1151	6.852822652	8.840361103	8.050496178
b1152	7.870524137	8.386895153	8.360264606
b1153	9.044430241	10.09635733	9.749577848
b1154	8.671600933	9.930472101	9.796370695
b1155	6.59638111	7.937938221	6.813428086
b1156	7.99141714	8.693882413	8.492276821
b1157	8.05410553	10.39083447	9.221464104
b1158	6.310944089	6.553103944	6.572283023
b1159	7.65313191	9.410325332	8.345925657
b1160	2.660250603	2.450899723	2.567934238
b1161	4.36590844	4.805955982	4.496102849
b1162	10.9019026	10.76692716	10.95184758
b1163	9.573255042	9.789100888	9.248033599
b1164	8.933628991	8.639864523	8.577247077
b1165	10.48826283	9.970837496	10.20687985
b1166	7.136635406	6.541893275	6.435603599
b1167	4.729934261	4.918268584	4.612710508
b1168	5.378984105	7.442434921	6.641610925
b1169	5.320618836	7.45330021	7.004104253
b1170	10.07068421	10.44923148	10.3543669
b1171	10.40627197	10.19324836	10.48819453
b1172	10.47311071	10.01063554	10.13217275
b1173	9.864279011	10.79198181	10.50432173
b1174	10.87125577	10.71753635	10.94592069
b1175	11.49560901	11.13737728	11.4587349
b1176	11.73444997	11.23931463	11.38328473
b1177	8.954749705	8.692819609	8.778165216
b1178	8.583577128	8.384760307	9.011663043
b1179	10.17584896	9.367030707	9.56900803
b1180	10.55394557	10.05900098	10.18331866
b1181	9.727996264	9.43481711	9.535887903
b1182	8.534815504	9.544703662	9.409123228
b1183	3.191232599	3.620866029	3.949788672
b1184	6.271208175	6.84850009	6.738488797
b1185	10.53833027	10.54417819	10.38469985
b1186	9.150017703	9.179252337	9.038204461
b1187	11.31006252	11.09060913	10.90133805
b1188	9.78831852	8.646554733	9.694945052
b1189	9.480521899	9.260559085	9.683459432
b1190	9.024178778	9.392204997	9.345376854
b1191	4.844367108	5.154041893	5.139768752
b1192	9.3041971	9.301695236	9.34768346
b1193	10.26169879	10.07500011	10.36794802
b1194	5.249888794	5.646831859	5.792965245
b1195	10.05099402	9.265625175	9.653924406
b1196	6.401051545	7.187850312	7.115876657
b1198	11.19807171	11.08465209	11.03888557
b1199	10.83460621	10.69557317	10.37587469
b1200	10.19028692	9.939719417	9.768537607
b1201	7.56349333	8.018387743	8.10068913
b1202	7.33620569	8.05010578	8.305666445
b1203	11.74451158	11.57018558	11.49568694
b1204	10.80779231	10.57923675	10.7412705
b1205	10.08042269	8.893347147	9.311199607
b1206	6.739745212	7.79782482	7.615729071
b1207	11.91290442	12.15543727	11.83802068
b1208	10.49317287	10.43751987	10.41166644
b1209	10.25047977	10.26633053	10.30689749
b1210	10.83082654	10.26086364	10.51969148
b1211	10.36012182	10.23773034	10.33902463
b1212	10.06464829	10.08293558	9.874686633
b1213	9.281703472	8.958484602	8.898935684
b1214	11.37982834	11.36071654	11.14818835
b1215	10.19236644	9.786102497	9.796221422
b1216	8.83540374	8.726025629	8.797215363
b1217	10.80040827	10.10239307	10.1291006
b1218	10.70406205	10.42271973	10.70042509
b1219	10.02450588	9.670377269	10.02228416
b1220	8.41640418	8.626163543	8.755889598
b1221	12.36091901	12.26666564	12.4781747
b1222	9.769676674	9.970530751	10.22271242
b1223	7.41069987	8.394822132	8.467898084
b1224	7.634081573	8.927500804	8.284769543
b1225	7.874508877	9.130645624	8.881493972
b1226	7.246126842	8.485165879	7.820860642
b1227	6.743198278	8.487888355	7.586038967
b1228	4.284492905	3.902031671	3.890909394
b1229	10.23772246	10.71405039	10.78546179
b1232	11.47622455	11.16447739	11.40944547
b1233	11.30971793	10.88416855	10.93130025
b1234	11.49287252	10.85359039	11.3130902
b1235	9.698848646	8.965150895	9.45662263
b1236	9.672891534	8.631950233	8.819553161
b1237	13.06811627	12.45141741	12.11817202
b1238	10.46261772	10.27477392	10.27842517
b1239	7.73623162	8.753622308	8.453378611
b1240	9.463384584	10.81418638	10.39982637
b1241	12.82708886	12.26583	13.27623775
b1242	6.304802624	6.999741452	7.413187272
b1243	11.69650386	11.55111303	11.41924289
b1244	9.860560389	9.506698044	9.421378335
b1245	11.28302017	11.18896714	10.91975589
b1246	11.70950019	11.65325846	11.45513856
b1247	9.731933718	9.443640921	9.63369729
b1249	9.317317848	8.884042727	8.943803095
b1250	9.515667835	9.467152564	9.678335966
b1251	10.83274896	10.63312825	10.77827116
b1252	9.09183482	8.884453861	8.868896066
b1253	8.910291663	7.890326545	7.925968475
b1254	10.68744136	10.86734105	10.55977474
b1255	9.945951333	9.865406734	9.789832622
b1256	6.287810091	6.741109907	7.083556237
b1257	8.056150344	7.501545674	8.015259002
b1258	10.81846542	10.16981746	10.83331037
b1259	10.08130781	9.544410238	9.89736868
b1260	12.43836731	12.57645186	12.14440241
b1261	10.91186904	11.00002851	10.82486505
b1262	12.48734617	12.62410649	12.07651467
b1263	12.01776731	12.13846273	11.9849898
b1264	10.63165582	10.52318776	10.27049538
b1265	11.40368196	11.28169907	10.92672362
b1266	9.300098896	9.125323776	9.304795224
b1267	10.27778332	9.642394469	10.1866688
b1268	5.37716413	5.739552112	5.765946202
b1269	11.98618091	11.91340604	11.50374195
b1270	9.546807797	9.687993828	9.947284185
b1271	8.985335092	8.896519513	8.972538085
b1272	11.0568	10.45181188	10.63011485
b1273	10.68890155	10.17993193	10.38023822
b1274	11.8237537	11.39427737	11.30448698
b1275	10.28863596	9.959155677	9.727987679
b1276	11.42294822	11.04601354	11.10800082
b1277	10.22977868	9.93488802	10.04681879
b1278	9.40684832	9.309916215	9.252130326
b1279	10.54444144	10.35340666	10.17463493
b1280	9.52654696	9.496465934	9.468886819
b1281	10.04457594	9.638810629	9.583781697
b1283	11.87884224	10.23316164	10.74184895
b1284	8.453042554	8.3993934	8.423599279
b1285	9.847724172	9.546729954	9.97812464
b1286	12.46177548	12.38834507	12.27678796
b1287	11.21841844	11.20932521	11.33527842
b1288	12.29513567	12.05339987	11.92644865
b1289	9.355954866	9.656469119	9.786854917
b1290	8.53442937	8.538853885	8.673321614
b1291	10.90170736	10.75237454	10.82483543
b1292	7.03910086	7.355561201	7.231330037
b1293	8.374454078	8.689945871	8.676306038
b1294	10.8369807	11.07202358	11.15539979
b1295	5.842365852	5.958953836	6.367158965
b1296	8.687406504	8.803009915	8.640004349
b1298	10.05726238	9.282412956	9.552747204
b1299	8.180279774	7.129326546	7.589887837
b1300	11.23534165	10.32434576	10.31916474
b1301	9.592479527	9.002883499	9.004923864
b1302	10.16353207	9.717568059	9.824678939
b1303	7.935647861	8.777263505	8.84009121
b1304	11.50059187	10.78053241	10.54864774
b1305	10.8995325	10.04988428	9.964708006
b1306	11.39931281	10.96492075	10.7511845
b1307	8.108762647	7.688142551	7.305405833
b1308	10.30875293	9.45053236	9.370838387
b1309	4.786132467	5.122323271	4.911655205
b1310	2.795769142	2.941627012	3.110929368
b1311	5.920455127	7.166656056	6.977354357
b1312	3.651887286	4.420728253	4.169166607
b1313	8.299284766	9.581248794	8.895605376
b1314	6.259846627	6.566213301	6.596170952
b1315	9.514946616	10.38075036	10.18588954
b1316	5.460411159	7.267135625	6.554695228
b1317	3.160962142	3.095340954	4.091203624
b1318	5.257018489	7.118506065	7.122518225
b1320	9.170082858	9.301093289	9.536904474
b1321	10.36832946	10.54557369	10.258374
b1322	8.616206409	9.043522026	8.999400982
b1323	9.841201168	9.693425434	9.435182474
b1324	12.97447823	12.73649719	12.5144586
b1326	5.802938193	5.685774537	6.03285557
b1327	6.698974664	7.802502034	7.482483161
b1328	6.802803266	6.997048576	6.675372062
b1329	10.51109611	10.3506482	10.35272021
b1330	5.311966411	5.305068025	5.529110442
b1332	11.82398113	11.25101241	11.28372726
b1333	10.74834815	9.935126646	10.24461294
b1334	12.06514584	11.60550661	11.99023456
b1335	9.456343259	9.684617337	9.734478124
b1336	7.999717174	8.836608255	8.691126948
b1337	6.678400893	8.576530024	7.996336735
b1338	7.50854605	8.989512997	8.257705233
b1339	6.817556304	7.897125093	7.779706835
b1340	3.907805029	3.925915318	4.428721666
b1341	9.795188041	9.587492247	9.91562069
b1342	9.530094631	9.490882943	9.800712222
b1343	8.459290053	8.44314826	8.381845472
b1344	10.83841117	10.39869758	10.3829816
b1345	6.431536615	7.39522869	6.885058679
b1346	7.170076885	7.867265497	7.22309756
b1347	7.217917141	8.733252797	7.603859541
b1348	5.625826589	7.724112323	6.912989761
b1349	8.8304666	9.144926106	8.948936128
b1350	6.630357429	8.42421768	7.756496406
b1351	5.458371619	6.769962542	6.375830809
b1352	5.858065454	7.278517747	6.413563368
b1354	5.729892754	7.453002137	6.727327221
b1355	6.765430391	7.120980975	6.676170478
b1356	10.82644692	10.30501447	10.76049336
b1357	6.723599764	7.309625111	6.786162755
b1358	3.044915098	2.78627259	3.13113833
b1359	5.254507939	5.154109913	5.193911039
b1360	5.2648847	6.846017815	6.599367295
b1361	6.781367227	8.557452897	7.532771944
b1362	6.867182581	9.424498136	7.875340871
b1363	7.926244561	7.941194113	7.889786123
b1364	3.979437355	3.877033787	3.946424576
b1365	8.276025043	9.237896561	8.766424525
b1366	4.984502457	5.651217511	5.741495742
b1367	5.762615306	6.999461103	6.673032321
b1368	9.721542404	10.52184036	9.664803071
b1369	8.728542588	8.807107293	8.68390308
b1370	9.624362774	9.989422659	10.30537065
b1371	2.637501037	2.623676163	2.641350028
b1372	6.012612771	8.010261544	7.309587646
b1373	7.376229967	8.884064602	7.996489479
b1374	10.23334096	10.34072102	10.18652619
b1375	11.86978594	11.26616474	10.57238961
b1377	6.926284214	8.929281868	8.035260224
b1378	10.92539276	10.70552043	10.88530649
b1379	11.34136259	10.61485311	10.8796146
b1380	9.56293133	8.829506818	9.592821066
b1381	10.20626069	10.38352329	10.19617225
b1382	9.226193487	9.08315379	9.069267322
b1383	7.178483097	6.956740649	7.024424251
b1384	7.92318709	9.095995208	8.993380744
b1385	7.650928926	7.82681868	7.684804594
b1386	6.68095978	8.301812777	7.942852457
b1387	6.492189202	8.101990421	7.213510206
